,mouse,date,session,cluster_id,parameters_0,parameters_1,parameters_2,pearson_score
90,1544,2023-04-26,of,1,15.122554994879673,12.932285867104246,0.07007805461261445,0.4509823519264966
91,1544,2023-04-26,of,7,22.328820125876124,20.20525946889161,0.0741608210397892,0.6838817247411225
92,1544,2023-04-26,of,8,18.590266554022076,13.6786238747984,0.08517859095407024,0.2966648338312409
93,1544,2023-04-26,of,12,17.93881601094204,24.808214537711418,0.0262486102120901,0.4242235876518489
94,1544,2023-04-26,of,13,19.698755858762194,11.128910136341771,0.0919903005452912,0.2402549682310547
95,1544,2023-04-26,of,16,20.341692992949298,19.138647643566742,0.060783533134367525,0.5388949120054282
96,1544,2023-04-26,of,17,14.527668859806234,11.413749362219036,0.08505737870540923,0.37356942160303497
97,1544,2023-04-26,of,20,24.179170423435185,13.987821428974408,0.08019719556690626,0.110230115778703
98,1544,2023-04-26,obj,1,14.794689514790456,10.684949533482952,0.08273677151713336,0.6332999885814906
99,1544,2023-04-26,obj,7,20.109031163089725,18.001547051951963,0.049262549231096034,0.815681868392068
100,1544,2023-04-26,obj,8,18.907453726364274,12.580185200855489,0.07304542749384739,0.26946184770824616
101,1544,2023-04-26,obj,12,13.407766673271798,11.959689342530762,0.11381437096138693,0.448650819320616
102,1544,2023-04-26,obj,13,20.226755386052446,9.564333277544469,0.05982257214941273,0.6821706989580363
103,1544,2023-04-26,obj,16,17.344070330181253,14.040794292668451,0.08128874705720594,0.33304342110552915
104,1544,2023-04-26,obj,17,19.008698470212483,26.159583198823746,0.01484556220513935,0.34005879223081037
105,1544,2023-04-26,obj,20,7.828853735967696,10.919717557474867,0.014341329348448811,0.18545451734483479
106,1544,2023-04-26,of2,1,15.971853584814523,12.241893097336723,0.0628499999422682,0.33715854701593484
107,1544,2023-04-26,of2,7,21.486209689864623,18.387935836801876,0.05357408278038096,0.5897694890286966
108,1544,2023-04-26,of2,8,20.100719782617237,11.50072707841602,0.08084206514669894,0.38065531741825503
109,1544,2023-04-26,of2,12,6.586946259781668,19.821043702536333,0.10394687043881291,0.32342701130430723
110,1544,2023-04-26,of2,13,17.8463579522762,22.831748971581188,0.12721894835005232,0.28346860647769295
111,1544,2023-04-26,of2,16,17.39821016096682,18.648453334793306,0.14877649246799673,0.43166435334205416
112,1544,2023-04-26,of2,17,17.001844501556842,9.88519761996651,0.10383769707644754,0.32129856909687704
113,1544,2023-04-26,of2,20,7.840950232571139,10.902225108928807,0.03355859989909683,0.12885800115147797
114,1544,2023-04-11,of,2,23.657734660628297,32.54602800204069,0.05995212131534028,0.49998325236502555
115,1544,2023-04-11,of,4,33.370852642966334,22.929278822519805,0.08435932099824787,0.3805506554621027
116,1544,2023-04-11,of,15,27.012322206447337,35.07980959311149,0.041074259202437645,0.4637453532133435
117,1544,2023-04-11,of,16,28.029897945736533,27.576224656660788,0.20332772740531263,0.12829698153043556
118,1544,2023-04-11,of,17,29.032796849542923,34.114917186297596,0.03169985440415521,0.2838815440026461
119,1544,2023-04-11,of,19,29.84351556441347,22.253032662861962,0.0834308934357119,0.7780103042533905
120,1544,2023-04-11,obj,2,25.858679879437066,31.613517833084288,0.07499790299143987,0.36881721509282545
121,1544,2023-04-11,obj,4,22.33876733808694,35.19991567854866,0.07859094952861516,0.6586028988968463
122,1544,2023-04-11,obj,14,27.010767311978608,35.080154749367054,0.050268001704413215,0.5818058278352932
123,1544,2023-04-11,obj,15,29.779641904902416,27.268146444679783,0.1486185529278371,0.14630225251216336
124,1544,2023-04-11,obj,16,23.084266621420838,35.60732196220039,0.1300057085585506,0.2123866480104661
125,1544,2023-04-11,obj,18,31.633524253197578,23.22500205577966,0.1839799235124705,0.4181671164894593
126,1544,2023-04-11,of2,2,23.803337595228182,32.26087814030696,0.06294547442629078,0.3446652042545501
127,1544,2023-04-11,of2,4,21.919177451236315,34.066599641235044,0.07169278532495486,0.4235996144955632
128,1544,2023-04-11,of2,15,27.059025235032138,35.06334298398649,0.055887802140769334,0.7221271847139553
129,1544,2023-04-11,of2,16,33.08474169380104,29.194515640277682,0.03277987875761609,0.2975410633568668
130,1544,2023-04-11,of2,17,31.233732403312047,32.2526680409756,0.029684832619887275,0.3451788627732077
131,1544,2023-04-11,of2,19,29.069918474877547,21.091946714986417,0.0984318265100136,0.4758008363333486
132,1544,2023-04-21,of,2,20.416608057684325,33.69353474271654,0.10845459793193281,0.6915384777154466
133,1544,2023-04-21,of,5,21.35569225885707,17.0281245125351,0.049811904255465625,0.6342754467992733
134,1544,2023-04-21,of,6,23.73848536149616,33.761350159346236,0.06424073912410838,0.616953801588716
135,1544,2023-04-21,of,16,26.088714966487434,33.206613726732925,0.031212978456867074,0.5282024299226836
136,1544,2023-04-21,of,17,31.872189391643968,25.551861354075275,0.04455599792848259,0.28968236649997814
137,1544,2023-04-21,of,19,21.445441692607996,32.582613420531686,0.1710305164210023,0.37214417993273485
138,1544,2023-04-21,obj,2,17.862977956233344,15.258132843749967,0.059925925291975886,0.7195495371444006
139,1544,2023-04-21,obj,5,23.706464495336068,22.81809396068564,0.07885398342567289,0.6211694499966759
140,1544,2023-04-21,obj,6,19.530437398371376,15.827627020348306,0.0625741794281231,0.5970366482150988
141,1544,2023-04-21,obj,16,26.03439396140094,33.23032605348614,0.011829320680097885,0.4138814378072893
142,1544,2023-04-21,obj,17,29.167245921644987,24.61309165470622,0.17017173603464736,0.20389348292791173
143,1544,2023-04-21,obj,19,20.29800063735529,18.745221166785363,0.16668308502183804,0.24577662056492341
144,1544,2023-04-21,of2,2,32.028161548987846,23.99111555778491,0.02530884617463533,0.4184249333780641
145,1544,2023-04-21,of2,5,21.14148698833144,18.18419700940044,0.040506791793590256,0.46100260050480646
146,1544,2023-04-21,of2,6,23.027275749625463,34.018063936229964,0.058984523758730485,0.6121325945091725
147,1544,2023-04-21,of2,16,26.094872171304598,33.20425659158697,0.030590962378753667,0.6517702927704642
148,1544,2023-04-21,of2,17,28.07482958959321,26.580001199016717,0.15004435405853683,0.24518695207290045
149,1544,2023-04-21,of2,19,18.581277614532834,23.246583546932523,0.19007758673409414,0.2888475422169028
150,1738,2024-03-17,of,6,14.496948438679128,28.04468426652365,0.07503426086450875,0.14498510897933972
151,1738,2024-03-17,of,8,20.019462165579817,20.000238604552397,-0.2313371337417914,-0.02333455403345685
152,1738,2024-03-17,obj,6,21.84669722166849,32.264850435383465,0.08772703666987063,0.2664895534529538
153,1738,2024-03-17,obj,8,22.96197864795697,18.960424824549346,0.02695773333133253,0.3927626902763408
154,1738,2024-03-17,of1,6,14.999250811152642,26.0000936360166,-0.17711908870210483,-0.012402299462773166
155,1738,2024-03-17,of1,8,20.01178719172863,20.000508028751938,-0.22425124000110985,-0.02293505683152222
156,1738,2024-03-11,of,6,32.295378339312414,37.12405437266179,0.018225538994228723,0.2791545228623598
157,1738,2024-03-11,of,7,23.999865767210725,20.040779703825898,-0.21010521365905516,0.009145029344998818
158,1738,2024-03-11,of,9,35.33538312448845,27.131994172642326,0.05716128182544295,0.30933318659291975
159,1738,2024-03-11,of,10,20.998075144198673,37.503678740585734,0.2783694222382605,0.1140910772522363
160,1738,2024-03-11,of,11,18.909928547745604,37.02719860470769,0.15119945279547625,0.06128034424606381
161,1738,2024-03-11,of,13,33.21553144783348,36.192581779547076,0.058061797877640105,0.1960791419551546
162,1738,2024-03-11,of,15,15.998968577060054,32.00026262890572,-0.17986636099390232,-0.01429880759175665
163,1738,2024-03-11,of,17,33.63323682194154,27.12958249011818,0.2210538308169978,0.5162647755525009
164,1738,2024-03-11,of,18,15.948752879635851,32.046106586098716,0.032810161210915484,0.7058217352911884
165,1738,2024-03-11,of,20,23.000755827713483,34.99998388839721,-0.18906760084631685,-0.023394341328212987
166,1738,2024-03-11,of,21,35.071241655342945,33.01672111987385,0.04201788254806268,0.19002756686693636
167,1738,2024-03-11,obj,6,25.246920753914768,32.0144485196058,0.12178170922291276,0.3846084443618933
168,1738,2024-03-11,obj,7,19.015005662161236,30.967082457471154,0.08600773478998394,0.2928777694023017
169,1738,2024-03-11,obj,9,20.581833386995704,34.15131274231299,0.3084416370928013,0.20069952100512045
170,1738,2024-03-11,obj,10,,,,
171,1738,2024-03-11,obj,11,20.926876920823524,20.83481473859788,0.2603172949540248,0.0732725603926049
172,1738,2024-03-11,obj,13,35.6368468021237,29.01974146259024,0.101225029294471,0.3328287464357205
173,1738,2024-03-11,obj,15,16.7297852229393,34.15340344913576,0.03180640761622219,0.40756941558897886
174,1738,2024-03-11,obj,17,15.943670351033706,32.02712151511188,0.03524409860728825,0.2964614298150776
175,1738,2024-03-11,obj,18,15.937706731406964,32.00458173544542,0.07592428552873502,0.31261384392904695
176,1738,2024-03-11,obj,20,32.33257054465492,35.7242803733043,0.12031998109132848,0.44565225422974075
177,1738,2024-03-11,obj,21,31.996116034159783,34.0039563919111,-0.17372585674153035,-0.0
178,1738,2024-03-11,of1,6,33.18723707531861,36.22524471044125,0.05961560542653228,0.29173883519029115
179,1738,2024-03-11,of1,7,26.000225330791533,19.999962663395234,-0.19921191958087198,-0.013038957599144836
180,1738,2024-03-11,of1,9,33.16956209102989,23.0461283976343,0.12668336100175637,0.19688727292742395
181,1738,2024-03-11,of1,10,30.296867888331878,34.27403947127536,0.21892902258483715,0.3946747493612358
182,1738,2024-03-11,of1,11,20.950218305146578,38.46920259782857,0.26555309286155837,0.37290238895110767
183,1738,2024-03-11,of1,13,29.139033626327326,38.95019005012276,0.2829096230767607,0.054282315353803096
184,1738,2024-03-11,of1,15,16.986857627438475,33.99404750142386,-0.04020942038467149,0.011193452683334184
185,1738,2024-03-11,of1,17,16.999237443493666,34.000121363410344,-0.18427747856774473,-0.013920395624463596
186,1738,2024-03-11,of1,18,,,,
187,1738,2024-03-11,of1,20,22.00067838552811,33.999989616752956,-0.19925918238044216,-0.02687632762014901
188,1738,2024-03-11,of1,21,34.205864005365285,24.458472988890563,0.0826023327008734,0.1904882775382148
189,1738,2024-03-11,obj1,6,34.39842383018178,24.789961554604293,0.1578693455014137,0.12996754477035022
190,1738,2024-03-11,obj1,7,26.523100800188427,32.94406871765713,0.24938579993201804,0.2345791163644015
191,1738,2024-03-11,obj1,9,17.696796835790963,34.684116661011586,0.0880881995517229,0.25380454440554673
192,1738,2024-03-11,obj1,10,16.838395456093384,24.92911682300899,0.1366306438664182,0.23200172426933835
193,1738,2024-03-11,obj1,11,27.158561003163502,22.149861213011253,0.28316289253005655,0.21789526132711134
194,1738,2024-03-11,obj1,13,33.25018581139733,36.15250743665221,0.03869444825057324,0.15881694757778653
195,1738,2024-03-11,obj1,15,16.00384105941536,32.00326464913105,-0.02989803275171729,0.019375672947540494
196,1738,2024-03-11,obj1,17,25.85839599194683,27.412280761444052,0.21149270414399501,0.8411381578251937
197,1738,2024-03-11,obj1,18,17.99909739430125,36.301212368534785,-0.20430247619427305,-0.0
198,1738,2024-03-11,obj1,20,28.63484706907334,31.172756383774413,0.051916574393788786,0.6669425331415875
199,1738,2024-03-11,obj1,21,27.932986748415797,31.99245149481874,0.0828411042416765,0.18109470386300563
200,1738,2024-03-11,of2,6,24.20486814627258,32.292685172344655,0.10926247777653154,0.25090212403945805
201,1738,2024-03-11,of2,7,21.372652325395634,27.33996123915745,0.16206867002598313,0.1301657640789676
202,1738,2024-03-11,of2,9,20.99198625634219,38.47804395668283,0.036156881981561605,0.36534052921503485
203,1738,2024-03-11,of2,10,23.64657481171529,30.03727316245832,0.22215550391173722,0.6770857186003726
204,1738,2024-03-11,of2,11,15.929537551514398,31.967509821582482,0.36217371700411194,-0.006081690621301751
205,1738,2024-03-11,of2,13,34.07406905150508,35.04436320909701,0.09195388904532883,0.10132938516316549
206,1738,2024-03-11,of2,15,,,,
207,1738,2024-03-11,of2,17,16.998811394401294,34.00009137862957,-0.19302848022653013,-0.01783851346298808
208,1738,2024-03-11,of2,18,22.969701426489603,39.2781537376162,0.026643009707441573,0.44446765427227836
209,1738,2024-03-11,of2,20,28.58166208458617,32.88554327945352,0.032572148266754,0.690073762948111
210,1738,2024-03-11,of2,21,31.759831349816494,33.85683066242271,0.06954519432201565,0.17052985172594662
211,1738,2024-03-14,of,3,18.97356883238204,4.86743379479927,0.10932840751266518,0.2504649254894118
212,1738,2024-03-14,obj,3,8.733531890104528,19.34043753549805,0.12702122854278036,0.2293131379985563
213,1738,2024-03-14,of1,3,23.867958215518865,10.346005070469083,0.030576781703567896,0.33613760192590436
214,1738,2024-03-14,obj1,3,19.045131710700026,4.877632123011893,0.023346574344491593,0.5195199910404047
215,1738,2024-03-14,of2,3,22.712764136025985,18.17549102876697,0.1838374619711829,0.19598578033097216
216,1868,2025-03-17,of,0,33.000520490331596,9.999693200698028,-0.15851369835313583,-0.01882796288633712
217,1868,2025-03-17,of,1,24.000230057095038,22.000541847685824,-0.2292371140829176,-0.06898247266906747
218,1868,2025-03-17,of,14,19.822590937911848,3.6428750555645686,0.030658708930619533,0.20793232533272615
219,1868,2025-03-17,of,16,27.090717393802784,22.27588790006803,0.036780201660392385,0.34355424056528844
220,1868,2025-03-17,of,18,30.13966678865865,9.201821471390176,0.22493441618369034,0.0638572451073381
221,1868,2025-03-17,of,20,18.981701897394757,20.000491700900813,-0.26696568018675937,-0.08246948747948414
222,1868,2025-03-17,obj,0,32.000556279316704,7.999561636277082,-0.15103039284289382,-0.015927204558488676
223,1868,2025-03-17,obj,1,22.000839696412896,13.999812039378897,-0.22967677100622863,-0.06386035598339163
224,1868,2025-03-17,obj,14,22.97491072640004,2.97219194043187,0.3877603754852726,0.09245233074945018
225,1868,2025-03-17,obj,16,21.816592574116466,13.021003191283201,0.06838874163989088,0.556225391028327
226,1868,2025-03-17,obj,18,20.233534150524168,3.9985190069231358,-0.22363548599988897,-0.0
227,1868,2025-03-17,obj,20,31.842257295664265,19.08492032195082,-0.2677692135670473,
228,1868,2025-03-17,of1,0,23.66018697577465,3.750465815940611,0.056306476357201984,0.48656292291159736
229,1868,2025-03-17,of1,1,14.999578815512614,17.99907252076563,-0.23316076398612795,-0.05572136537237461
230,1868,2025-03-17,of1,14,15.999085236949682,6.999901492954943,-0.2109642543502335,-0.04152508749564044
231,1868,2025-03-17,of1,16,32.061920269179645,18.04807118696239,0.0681584587241673,0.3066837161921935
232,1868,2025-03-17,of1,18,13.922986101055669,15.994483156108167,0.06808706830265986,0.10504594725742045
233,1868,2025-03-17,of1,20,17.99959117655943,21.000434778808884,-0.2250290542585679,-0.020903879939374877
234,1868,2025-03-17,obj1,0,33.00435914228845,9.870731309033603,-0.32274158605918224,
235,1868,2025-03-17,obj1,1,24.064433594429907,14.035017575857532,-0.01916406301565888,-0.000780509256016509
236,1868,2025-03-17,obj1,14,27.197276347384395,10.796939914834226,0.07309583996244644,0.36067720101539646
237,1868,2025-03-17,obj1,16,24.127531979871897,12.610334213830566,0.03976919070711401,0.5767399880787721
238,1868,2025-03-17,obj1,18,33.003000554409475,9.996978042732014,0.041381275307252295,0.2712829473087223
239,1868,2025-03-17,obj1,20,,,,
240,1868,2025-03-17,of2,0,33.00064513077001,9.99960673452851,-0.152619575997249,-0.012941568038159088
241,1868,2025-03-17,of2,1,15.773874915866712,11.514166366505467,0.09168906132624918,0.37937650446203264
242,1868,2025-03-17,of2,14,21.674288450132355,4.743554465646425,0.22837616223229512,0.12411579628327667
243,1868,2025-03-17,of2,16,26.505324408284416,21.505509144265243,4.9782313096968,0.09284613868313446
244,1868,2025-03-17,of2,18,13.669575896663867,15.034168411493475,0.09959781370647643,0.19813677305642063
245,1868,2025-03-17,of2,20,14.998310053236246,14.000700815231617,-0.22065213240805054,-0.03538503214954352
246,1868,2025-04-08,of1,1,23.00006735867744,23.000772530303664,-0.1565853003145544,-0.0007437483361033671
247,1868,2025-04-08,of1,2,33.12269945815055,5.81195220387867,0.035887497214493434,0.14352349205353507
248,1868,2025-04-08,of1,3,,,,
249,1868,2025-04-08,of1,5,37.53228764795049,17.020414059970285,0.1631915208211224,0.13563333154705132
250,1868,2025-04-08,of1,11,21.000961654176418,10.999921895965777,-0.23489952723950647,-0.05993212288122408
251,1868,2025-04-08,of1,17,33.501439052565274,7.354508688956852,0.05043676706661722,0.5359122297357863
252,1868,2025-04-08,obj,2,30.026891037443654,24.109986309680384,0.0391193023376429,0.32815722862435953
253,1868,2025-04-08,obj,3,18.759217350160927,17.765352090282303,0.21980404418383492,0.2528383826814689
254,1868,2025-04-08,obj,5,29.998836448271298,24.116072096180407,0.2061121993641073,0.4259009945753161
255,1868,2025-04-08,obj,7,36.82644051848741,15.699240007589426,0.07712788840029537,0.17808836861866206
256,1868,2025-04-08,obj,13,23.00056503315114,12.999879987784164,-0.21755043721058648,-0.05759632080293491
257,1868,2025-04-08,obj,19,,,,
258,1868,2025-04-08,of1,1,23.00006735867744,23.000772530303664,-0.1565853003145544,-0.0007437483361033671
259,1868,2025-04-08,of1,2,33.12269945815055,5.81195220387867,0.035887497214493434,0.14352349205353507
260,1868,2025-04-08,of1,3,,,,
261,1868,2025-04-08,of1,5,37.53228764795049,17.020414059970285,0.1631915208211224,0.13563333154705132
262,1868,2025-04-08,of1,11,21.000961654176418,10.999921895965777,-0.23489952723950647,-0.05993212288122408
263,1868,2025-04-08,of1,17,33.501439052565274,7.354508688956852,0.05043676706661722,0.5359122297357863
264,1868,2025-04-08,obj1,0,37.14597240186546,18.14523694922793,0.16762344567526194,0.15272797627226434
265,1868,2025-04-08,obj1,1,17.988714229153608,12.997421534875294,0.0706223730286324,0.08895297694758901
266,1868,2025-04-08,obj1,2,21.469416551084656,7.651975806503816,0.1862667178516929,0.42030800159556964
267,1868,2025-04-08,obj1,9,17.999488214794784,12.999963006223659,-0.23408894430168642,-0.045767942331378396
268,1868,2025-04-08,obj1,14,,,,
269,1868,2025-04-08,obj1,21,26.05350288777622,24.1675790826494,0.1514924889774476,0.2592342119999391
270,1868,2025-04-08,of2,0,37.50918416190806,12.05469882020091,0.09610144925893964,0.12042600697948312
271,1868,2025-04-08,of2,1,27.880985034184366,8.031367257248515,0.3010618200577996,0.12181332976810932
272,1868,2025-04-08,of2,2,32.344593027873266,23.08991051964528,0.1335495992529629,0.03641818228099998
273,1868,2025-04-08,of2,9,24.89909890332337,4.79941590578066,0.04311721531171372,0.24223948953056212
274,1868,2025-04-08,of2,14,,,,
275,1868,2025-04-08,of2,21,37.21887014661542,17.962784221479787,0.09446667449007787,0.42243318294040416
276,1868,2025-04-08,of,0,18.73307199463649,18.339047228878854,0.1358681866993768,0.12120500783177665
277,1868,2025-04-08,of,1,20.26886384406653,11.01352050059292,0.27128617587150816,0.11195999317213463
278,1868,2025-04-08,of,2,22.96367074945325,23.0367140116431,0.1376440671413444,0.012464762252008075
