,mouse,dates,session,cluster_id,sig,sig_neg
1109,1870,2025-03-27,obj1,8,True,False
1110,1870,2025-03-27,of2,8,False,False
1111,1870,2025-03-21,of,4,False,True
1112,1870,2025-03-21,of,8,False,True
1113,1870,2025-03-21,of,9,False,False
1114,1870,2025-03-21,of,10,False,False
1115,1870,2025-03-21,of,13,False,False
1116,1870,2025-03-21,obj,4,False,False
1117,1870,2025-03-21,obj,8,False,True
1118,1870,2025-03-21,obj,9,False,False
1119,1870,2025-03-21,obj,10,False,False
1120,1870,2025-03-21,obj,13,False,False
1121,1870,2025-03-21,of1,4,False,True
1122,1870,2025-03-21,of1,8,False,True
1123,1870,2025-03-21,of1,9,False,False
1124,1870,2025-03-21,of1,10,False,False
1125,1870,2025-03-21,of1,13,False,False
1126,1870,2025-03-17,of,7,False,False
1127,1870,2025-03-17,of,8,False,False
1128,1870,2025-03-17,of,10,False,False
1129,1870,2025-03-17,obj,7,False,False
1130,1870,2025-03-17,obj,8,False,False
1131,1870,2025-03-17,obj,10,False,False
1132,1870,2025-03-17,of1,7,True,False
1133,1870,2025-03-17,of1,8,False,False
1134,1870,2025-03-17,of1,10,False,False
1135,1885,2025-05-24,of,2,False,False
1136,1885,2025-05-24,of,3,True,False
1137,1885,2025-05-24,of,5,True,False
1138,1885,2025-05-24,obj,2,False,False
1139,1885,2025-05-24,obj,3,True,False
1140,1885,2025-05-24,obj,5,True,False
1141,1885,2025-05-24,of1,2,False,False
1142,1885,2025-05-24,of1,3,True,False
1143,1885,2025-05-24,of1,5,True,False
1144,1885,2025-05-24,obj1,2,False,False
1145,1885,2025-05-24,obj1,3,True,False
1146,1885,2025-05-24,obj1,5,True,False
1147,1885,2025-05-24,of2,2,False,False
1148,1885,2025-05-24,of2,3,True,False
1149,1885,2025-05-24,of2,5,True,False
1150,1885,2025-05-27,of,2,True,False
1151,1885,2025-05-27,obj,2,False,False
1152,1885,2025-05-27,of1,2,True,False
1153,1885,2025-05-06,of,1,False,False
1154,1885,2025-05-06,of,2,True,False
1155,1885,2025-05-06,of,4,False,True
1156,1885,2025-05-06,of,8,False,True
1157,1885,2025-05-06,of,14,False,False
1158,1885,2025-05-06,obj,1,False,False
1159,1885,2025-05-06,obj,2,False,False
1160,1885,2025-05-06,obj,4,False,True
1161,1885,2025-05-06,obj,8,False,False
1162,1885,2025-05-06,obj,14,True,False
1163,1885,2025-05-06,of1,1,False,False
1164,1885,2025-05-06,of1,2,True,False
1165,1885,2025-05-06,of1,4,False,False
1166,1885,2025-05-06,of1,8,False,True
1167,1885,2025-05-06,of1,14,False,False
1168,1885,2025-05-06,obj1,1,False,False
1169,1885,2025-05-06,obj1,2,False,False
1170,1885,2025-05-06,obj1,4,False,False
1171,1885,2025-05-06,obj1,8,False,True
1172,1885,2025-05-06,obj1,14,True,False
1173,1885,2025-05-06,of2,1,False,False
1174,1885,2025-05-06,of2,2,True,False
1175,1885,2025-05-06,of2,4,False,True
1176,1885,2025-05-06,of2,8,False,False
1177,1885,2025-05-06,of2,14,False,False
1178,1885,2025-05-09,of,4,False,False
1179,1885,2025-05-09,of,5,False,True
1180,1885,2025-05-09,obj,4,False,False
1181,1885,2025-05-09,obj,5,False,False
1182,1885,2025-05-09,of1,4,False,False
1183,1885,2025-05-09,of1,5,False,False
1184,1885,2025-05-09,obj1,4,False,False
1185,1885,2025-05-09,obj1,5,False,True
1186,1885,2025-05-09,of1,4,False,False
1187,1885,2025-05-09,of1,5,False,False
1188,1885,2025-05-01,of,4,True,False
1189,1885,2025-05-01,obj,4,True,False
1190,1885,2025-05-01,of1,4,True,False
1191,1885,2025-05-01,obj1,4,True,False
1192,1885,2025-05-01,of2,4,True,False
1193,1885,2025-05-20,of,0,False,True
1194,1885,2025-05-20,of,2,False,False
1195,1885,2025-05-20,of,14,False,True
1196,1885,2025-05-20,obj,0,False,False
1197,1885,2025-05-20,obj,2,False,False
1198,1885,2025-05-20,obj,14,False,True
1199,1885,2025-05-20,of1,0,False,True
1200,1885,2025-05-20,of1,2,False,False
1201,1885,2025-05-20,of1,14,False,True
1202,1885,2025-05-20,obj1,0,False,True
1203,1885,2025-05-20,obj1,2,False,False
1204,1885,2025-05-20,obj1,14,False,True
1205,1885,2025-05-20,of2,0,False,False
1206,1885,2025-05-20,of2,2,False,False
1207,1885,2025-05-20,of2,14,False,False
1208,1886,2025-05-27,of,5,False,False
1209,1886,2025-05-27,of,7,False,True
1210,1886,2025-05-27,obj,5,False,True
1211,1886,2025-05-27,obj,7,False,False
1212,1886,2025-05-27,of1,5,False,False
1213,1886,2025-05-27,of1,7,False,False
1214,1886,2025-05-27,obj1,5,False,True
1215,1886,2025-05-27,obj1,7,False,True
1216,1886,2025-05-27,of2,5,False,False
1217,1886,2025-05-27,of2,7,False,False
1218,1886,2025-05-01,of,7,False,False
1219,1886,2025-05-01,obj,7,False,False
1220,1886,2025-05-01,of1,7,False,False
1221,1886,2025-05-01,obj1,7,False,False
1222,1886,2025-05-01,of2,7,False,False
1223,1886,2025-04-25,of,9,False,False
1224,1886,2025-04-25,of,10,False,False
1225,1886,2025-04-25,obj,9,True,False
1226,1886,2025-04-25,obj,10,False,False
1227,1886,2025-04-25,of1,9,True,False
1228,1886,2025-04-25,of1,10,False,False
1229,1886,2025-04-25,obj1,9,True,False
1230,1886,2025-04-25,obj1,10,False,False
1231,1886,2025-04-25,of2,9,True,False
1232,1886,2025-04-25,of2,10,False,False
1233,1886,2025-05-06,of,0,True,False
1234,1886,2025-05-06,of,11,True,False
1235,1886,2025-05-06,obj,0,False,False
1236,1886,2025-05-06,obj,11,True,False
1237,1886,2025-05-06,of1,0,False,False
1238,1886,2025-05-06,of1,11,True,False
1239,1886,2025-05-06,obj1,0,False,False
1240,1886,2025-05-06,obj1,11,True,False
1241,1886,2025-05-06,of2,0,True,False
1242,1886,2025-05-06,of2,11,True,False
1243,1886,2025-06-02,of,8,False,False
1244,1886,2025-06-02,of,11,False,False
1245,1886,2025-06-02,obj,8,False,True
1246,1886,2025-06-02,obj,11,False,True
1247,1886,2025-06-02,of1,8,False,False
1248,1886,2025-06-02,of1,11,False,False
1249,1886,2025-06-02,obj1,8,False,False
1250,1886,2025-06-02,obj1,11,False,True
1251,1886,2025-06-02,of2,8,False,False
1252,1886,2025-06-02,of2,11,False,False
1253,1886,2025-05-26,of,10,False,False
1254,1886,2025-05-26,obj,10,False,False
1255,1886,2025-05-26,of1,10,False,False
1256,1886,2025-05-26,obj1,10,False,False
1257,1886,2025-05-26,of2,10,False,False
1258,1886,2025-05-09,of,8,True,False
1259,1886,2025-05-09,of,11,False,True
1260,1886,2025-05-09,of,13,False,False
1261,1886,2025-05-09,obj,8,False,False
1262,1886,2025-05-09,obj,11,False,False
1263,1886,2025-05-09,obj,13,False,True
1264,1886,2025-05-09,of1,8,False,False
1265,1886,2025-05-09,of1,11,False,False
1266,1886,2025-05-09,of1,13,False,False
1267,1886,2025-05-09,obj1,8,False,False
1268,1886,2025-05-09,obj1,11,False,False
1269,1886,2025-05-09,obj1,13,False,False
1270,1886,2025-05-09,of2,8,False,False
1271,1886,2025-05-09,of2,11,False,False
1272,1886,2025-05-09,of2,13,False,False
1273,1886,2025-05-09,otpo,8,False,False
1274,1886,2025-05-09,otpo,11,False,False
1275,1886,2025-05-09,otpo,13,False,False
1276,1886,2025-05-20,of,7,True,False
1277,1886,2025-05-20,of,11,True,False
1278,1886,2025-05-20,of,13,False,False
1279,1886,2025-05-20,obj,7,False,False
1280,1886,2025-05-20,obj,11,True,False
1281,1886,2025-05-20,obj,13,False,False
1282,1886,2025-05-20,of1,7,True,False
1283,1886,2025-05-20,of1,11,True,False
1284,1886,2025-05-20,of1,13,True,False
1285,1886,2025-05-20,obj1,7,False,False
1286,1886,2025-05-20,obj1,11,True,False
1287,1886,2025-05-20,obj1,13,False,False
1288,1886,2025-05-20,of2,7,True,False
1289,1886,2025-05-20,of2,11,True,False
1290,1886,2025-05-20,of2,13,False,False
